Job titel,Company name,Address,Job type,Workplace,Job skills,Links
F&B Cost Controller - Riyadh,Delta Limited -,"Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · males_only · Accounting/Finance · Hospitality/Hotels/Food Services · Logistics/Supply Chain · Accounting · Cost Control · Finance · ERP · Hospitality · Menu Costing · Inventory Management,https://wuzzuf.net/jobs/p/zfuoiv6weqco-fb-cost-controller-riyadh-delta-limited-cairo-egypt
Logistic Specialist,Confidential -,"Cairo, Egypt",Full Time,On-site,Experienced · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Supply Chain Management · Procurement · Operations Management · Inventory Management · Vendor Management · Negotiation,https://wuzzuf.net/jobs/p/l6enlq7p8zoy-logistic-specialist-cairo-egypt
QHSE Specialist,Intertrade Co.  -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Chemistry · ISO · Engineering · Quality Assurance · Manufacturing · Mechanical Engineering · QA,https://wuzzuf.net/jobs/p/bbzbpr70abft-qhse-specialist-intertrade-co-sharqia-egypt
Human Resources Generalist,Zeina Group -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level · 1+ Yrs of Exp · males_only · Human Resources · Data Analysis · Administration · HR Systems · OD · SAP · HR · HR Policies · HR Admin · HR Specialist,https://wuzzuf.net/jobs/p/7bvfduc7inw3-human-resources-generalist-zeina-group-sharqia-egypt
Senior Data Science Specialist,TECHNOSAT -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced · 3+ Yrs of Exp · IT/Software Development · Data Science · Machine Learning · Python · Financial Data Analysis · Data Analysis · Data visualization · Statistical Analysis · Artificial Intelligence (AI) · Power BI,https://wuzzuf.net/jobs/p/aowmuhhmsxkw-senior-data-science-specialist-technosat-cairo-egypt
Influencer Marketing Intern - Egypt (Remote),Reel2Real -,"Dubai, United Arab Emirates",Internship,Remote,Entry Level · females_preferred · Marketing/PR/Advertising · Influencer Marketing · Digital Marketing · Performance Marketing · Social Media Strategy · Content Creation · Data Analysis · Communication Skills · Market Research · Brand Awareness,https://wuzzuf.net/internship/lnbirag1hs3l-influencer-marketing-intern-egypt-remote-reel2real-dubai-united-arab-emirates
Cost Controller,Intertrade Co.  -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced · 4 - 8 Yrs of Exp · Accounting/Finance · Manufacturing/Production · Budgeting · Cost Accounting · Financial Analysis · Variance Analysis · Microsoft Excel · ERP Systems · Financial Reporting · Data Analysis,https://wuzzuf.net/jobs/p/ghi0b1ujmx6i-cost-controller-intertrade-co-sharqia-egypt
Supply Chain Intern,MIDO’s For Distribution -,"Sheraton, Cairo, Egypt",Internship,On-site,Entry Level · Logistics/Supply Chain · Coordination · Problem Solving · Data Analysis,https://wuzzuf.net/internship/fjsh3iqlfnj8-supply-chain-intern-midos-for-distribution-cairo-egypt
Food Cost Accountant,SAGE Hospitality -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Cost Control · ERP · Logistics · Supply Chain · Warehousing · Accounting · ERP Systems · Inventory Control,https://wuzzuf.net/jobs/p/zglm3rs7ha19-food-cost-accountant-sage-hospitality-cairo-egypt
Data Scientist,Spinneys Egypt -,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Computer Science · Data Science · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/rz7t54mrzka3-data-scientist-spinneys-egypt-cairo-egypt
Assistant Surveyor.,Emarcom Group Developments -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Administration · Assistant Surveyor · Targeted Data Collection · Industry-Standard Practices · Land Surveying · Topographic Mapping · CAD Software · GPS Technology · Geographic Information Systems (GIS) · Problem-Solving,https://wuzzuf.net/jobs/p/xgppbvyiwqmh-assistant-surveyor-emarcom-group-developments-giza-egypt
Supply Chain Director,Sea Port for Trading and Engineering -,"New Cairo, Cairo, Egypt",Full Time,On-site,Senior Management · 12 - 20 Yrs of Exp · males_only · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Logistics · Supply Chain Management · Strategic Planning · Demand Planning · Warehousing Management · Procurement Management · Distribution Networks,https://wuzzuf.net/jobs/p/n4x9gg2blrgg-supply-chain-director-sea-port-for-trading-and-engineering-cairo-egypt
Lab Chemist ( FMCG Background),Marbella For Food Industry  -,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · Chemistry · Food Science · Lab Engineering · Quality Assurance (QA) · Analytical Skills · Spectroscopy · Chromatography,https://wuzzuf.net/jobs/p/rftujzg9vu9i-lab-chemist-fmcg-background-marbella-for-food-industry-giza-egypt
Warehouse Manager,SAGE Hospitality -,"Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Logistics Management · Supply Chain Optimization · Warehousing Operations · Inventory Control · Team Leadership · Process Improvement · Distribution Management · Health and Safety Regulations,https://wuzzuf.net/jobs/p/tohejx1hdiew-warehouse-manager-sage-hospitality-cairo-egypt
Specialist (Fraud),Raya Distribution -,"Maadi, Cairo, Egypt",Full Time,Hybrid,Experienced · 2+ Yrs of Exp · Sales/Retail · •	Forward Thinking · •	Business Acumen · •	Internal & External Networking · •	Team Empowerment & Development · •	Customer Centricity · •	Proficient  excel & power point · •	Data Analysis & Reporting,https://wuzzuf.net/jobs/p/64mbvggpbw6w-specialist-fraud-raya-distribution-cairo-egypt
Customer Service & Operations Engagement Supervisor,Nebras Technology -,"Dokki, Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Operations/Management · Customer Care · Customer Service · Customer Support · Operations · Team Leade · KPIs · SOPs · Data Analysis,https://wuzzuf.net/jobs/p/8mmarwhrvtr3-customer-service-operations-engagement-supervisor-nebras-technology-giza-egypt
Senior HSE Engineer,ICON Holding -,"Helwan, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 4 Yrs of Exp · Engineering - Other · HSE · Safety · Agriculture · Management · Analysis · Computer Science · Data Analysis · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/ny6vvqt2qnwj-senior-hse-engineer-icon-holding-cairo-egypt
Financial Director,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,Senior Management · 15 - 20 Yrs of Exp · males_only · Accounting/Finance · Banking · Operations/Management · Financial · Finance · Financial Analysis · ERP · Financial Management · Compliance · Budgeting,https://wuzzuf.net/jobs/p/zdl8rvcgjw8e-financial-director-giza-egypt
Export Sales Lead – Fruits & Vegetables & Industrial Commodities,Global Zone Link -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 4 - 7 Yrs of Exp · Sales/Retail · Sales · Wholesale Trade · Customer Service · CRM · Data Analysis,https://wuzzuf.net/jobs/p/pu6es1k3xuno-export-sales-lead-fruits-vegetables-industrial-commodities-global-zone-link-cairo-egypt
Sales & Marketing Data Analyst,GPS -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Sales/Retail · Data Analysis · Market Research · Marketing · Sales · Analysis · Business Intelligence · Power BI,https://wuzzuf.net/jobs/p/6357bgijgsem-sales-marketing-data-analyst-gps-cairo-egypt
Korean Translator,Doosan Enerbility co .LTD -,"Dabaa, Matruh, Egypt",Full Time,On-site,Experienced · 2+ Yrs of Exp · Administration · Data Entry · Data Analysis · Document Control · Korean Language Fluency · Translation · Cross-cultural Communication · Microsoft Office Suite · Organizational Skills,https://wuzzuf.net/jobs/p/unsc4e3nhtwx-korean-translator-doosan-enerbility-co-ltd-matruh-egypt
Accountant,EGO - Group -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Excel · Bookkeeping · General Ledger · Financial Reporting · Data Entry,https://wuzzuf.net/jobs/p/sgf8e9yiee3g-accountant-ego-group-cairo-egypt
Stock Manager,Confidential -,"Cairo, Egypt",Full Time,Hybrid,Manager · 5 - 10 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Operations/Management · Stock · Stock Control · Logistics · Inventory Management · Supply Chain Management · Warehouse Operations · Procurement,https://wuzzuf.net/jobs/p/g1gprzxxuulj-stock-manager-cairo-egypt
Senior Demand Planning Engineer,Yes Pac -,"Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · supply chain · demand · planning · data analysis · sales patterns · customer orders · ERP · continuous improvement · tools,https://wuzzuf.net/jobs/p/lptkhjx22bpx-senior-demand-planning-engineer-yes-pac-giza-egypt
Quality Control Specialist,DSV Contract Logistics S.A.E -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Logistics/Supply Chain · Quality · Quality Control · Attention to Detail · Documentation · Quality Assurance · Problem Solving · Data Analysis · Process Improvement · Standard Operating Procedures,https://wuzzuf.net/jobs/p/gcmhcjdpynsh-quality-control-specialist-dsv-contract-logistics-s-a-e-sharqia-egypt
Customer Relationship Management Executive,Cred Developments -,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer Care · Customer Service · Relationship Management · Sales · Management · CRM · Microsoft Office · Data Analysis,https://wuzzuf.net/jobs/p/aew1rgsvwjxn-customer-relationship-management-executive-cred-developments-cairo-egypt
Marketing Manager,El - Haggar Misr -,"Abu Rawash, Giza, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Market Research · Marketing · Sales · Social Media · Digital Marketing · Digital Marketing Strategy · Branding,https://wuzzuf.net/jobs/p/6ffnkol2xxiz-marketing-manager-el-haggar-misr-giza-egypt
Administrative Accountant – Restaurants & Cafés,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 10 Yrs of Exp · males_only · Accounting/Finance · Administration · Human Resources · Financial Accounting · Account Management · HR · Human Resources (HR) · Accounting · Finance · Financial Services,https://wuzzuf.net/jobs/p/154q6anorfzi-administrative-accountant-restaurants-cafes-cairo-egypt
Accountant,Confidential -,"Abdeen, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Financial Management · Financial Analysis · Odoo · Data Entry · Financial Reporting · ATTENTION TO DETAIL · Inventory Management · Sales,https://wuzzuf.net/jobs/p/wgf9reajm6sz-accountant-cairo-egypt
Senior Media Buyer,JMI -,"Obour City, Cairo, Egypt",Full Time,On-site,Entry Level · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Digital Marketing · Social Media · Media Buying · Campaign Management · Performance Marketing · Data Analysis · Google Ads,https://wuzzuf.net/jobs/p/epjpm2vbt8xh-senior-media-buyer-jmi-cairo-egypt
Business Analyst,Horizon Operation and Management  -,"New Capital, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Financial · Data Analysis · Financial Management · Computer Science · Analysis,https://wuzzuf.net/jobs/p/k4updxgwwl7o-business-analyst-horizon-operation-and-management-cairo-egypt
Laboratory Manager – IV fluids manufacturing - Libya,Alafia Alibya -,"Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · males_only · R&D/Science · Operations/Management · Medical/Healthcare · Management · Medical · Microsoft Office · Quality Control · Analysis · Communication · Leadership,https://wuzzuf.net/jobs/p/wachnurhktpv-laboratory-manager-iv-fluids-manufacturing-libya-alafia-alibya-cairo-egypt
Sales Administrator,Happy Pack For Industry -,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Sales/Retail · Sales · Retail Sales · Export Sales · Customer Relationship Management · Sales Administration · Data Analysis · Reporting · Logistics Coordination · Communication Skills,https://wuzzuf.net/jobs/p/uzrrn2zawy1w-sales-administrator-happy-pack-for-industry-cairo-egypt
SaaS - B2B Digital Marketing Consultant,Smart Life -,"Khobar, Saudi Arabia",Part Time,Remote,"Manager · 5 - 10 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · B2B · SaaS · Lead Generation & Conversion Rate Optimization · Performance Marketing & ROI Analysis · Customer Acquisition Cost (CAC) Management · Brand Awareness Strategy · Data Analytics Tools (e.g., Google Analytics, CRM)",https://wuzzuf.net/saudi/jobs/p/wz9l2nrvkdim-saas-b2b-digital-marketing-consultant-smart-life-khobar-saudi-arabia
Team Lead (Operations Supervisor),Al Farouk For Educational Service  -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · males_only · Customer Service/Support · Operations/Management · Process Improvement · Team Coaching · Performance Management · Data Analysis · Team management · Customer Operations Performance Centre,https://wuzzuf.net/jobs/p/hwwfooqug6q8-team-lead-operations-supervisor-al-farouk-for-educational-service-cairo-egypt
Junior Accountant,Confidential -,"Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Hard Work · Communication · Hard work · Financial accounting · Journal entries · Account reconciliation · Gaap · Ifrs · Microsoft excel,https://wuzzuf.net/jobs/p/rkuww58g8jxk-junior-accountant-cairo-egypt
Organizational Development Section Head,Town Team -,"Tanta, Gharbia, Egypt",Full Time,On-site,Senior Management · 8 - 20 Yrs of Exp · Human Resources · OD · Human Resources · Development · Human Resources (HR) · Business Development · Management · Organizational Development · Performance Management · Organizational Development (OD),https://wuzzuf.net/jobs/p/5fcpvuiee8pd-organizational-development-section-head-town-team-gharbia-egypt
Process Engineer,Kandil Glass -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · Manufacturing/Production · Engineering - Other · 5S Lean Manufacturing Methodology · Six Sigma · Data Analysis · Communication · Problem Solving · Computer Science · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/rcxc3cmmxyoa-process-engineer-kandil-glass-sharqia-egypt
